player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Cam Fancher,145266,QB,UCF,3,28,5,0,0.0,0,0,34,0,0,1,22,13.0,7,12,323,5,8,74.2,63.7,51.3,55.7,,,72.6,60.0,25,1,0,0,0,58,147,15,0,13,1,181,99,3.54,6.5,,4
Jaylen Jenkins,158512,HB,TEXAS ST,5,28,5,3,59.3,99,0,167,0,0,5,67,41.3,3,5,314,0,14,54.1,64.6,75.9,,70.0,54.2,65.7,57.2,58,0,5,1,17,36,0,0,1,29,2,167,67,2.39,6.0,0.29,13
J'Marion Burnette,190802,HB,HOUSTON,5,28,3,0,0.0,0,0,82,0,1,3,68,33.5,1,5,182,0,6,78.9,71.2,77.8,,40.7,69.5,71.5,54.0,12,0,39,1,12,39,0,0,2,29,0,82,68,2.43,2.9,3.25,22
Jordan Lyle,189441,HB,MIAMI FL,5,28,3,1,18.7,17,0,91,1,0,3,66,23.6,2,5,220,0,11,78.7,62.8,77.6,,80.2,45.9,64.9,60.0,17,0,15,2,23,32,0,0,3,30,1,91,66,2.36,3.3,0.65,17
Jariel Cobb,204765,HB,CHARLOTTE,4,28,5,1,15.3,21,0,137,0,1,5,99,68.4,4,5,136,0,5,78.7,61.9,78.2,,6.0,57.9,69.7,58.6,21,0,18,3,39,37,0,0,5,31,0,137,99,3.54,4.9,0.46,23
DJ Butler,190803,HB,HOUSTON,7,28,6,2,24.0,30,0,125,0,0,6,83,59.3,3,6,182,0,8,78.7,70.2,78.6,,23.7,70.3,71.3,64.3,15,0,18,2,24,44,0,0,2,30,0,125,83,2.96,4.5,0.75,20
James Laubstein,190465,QB,NEW MEXICO,6,28,7,2,39.5,77,0,186,0,1,5,80,63.5,7,8,241,0,16,78.2,90.4,76.1,74.7,65.5,89.7,78.5,60.0,58,0,13,1,1,34,9,1,1,28,0,195,83,2.96,7.0,13.0,5
Jabari Bates,157835,HB,S JOSE ST,3,27,12,1,45.3,87,0,192,0,1,12,192,330.2,3,8,285,0,11,79.0,78.8,78.6,,59.9,63.8,79.8,60.0,87,0,12,1,15,28,0,0,1,28,2,192,192,7.11,7.1,0.8,15
Sedrick Irvin,176618,HB,STANFORD,9,27,1,1,18.8,15,0,80,1,0,1,52,6.6,2,6,300,0,19,78.6,61.7,80.2,,70.4,46.0,64.3,60.0,15,0,13,2,48,29,0,0,6,29,1,80,52,1.93,3.0,0.27,8
Trey Kukuk,198675,QB,LA TECH,6,27,7,2,32.8,41,0,116,0,3,5,55,65.2,4,9,208,0,17,77.3,73.7,79.6,57.5,,90.5,71.6,60.4,24,1,37,2,2,66,9,2,2,27,0,125,69,2.56,4.6,18.5,6
Ja'Kobi Jackson,174248,HB,FLORIDA,4,27,9,1,30.0,27,0,90,0,3,9,89,127.6,1,6,163,1,7,47.0,65.1,79.2,,78.7,60.6,65.1,59.3,27,0,27,4,32,33,0,0,4,31,0,90,89,3.3,3.3,0.84,20
Gideon Davidson,199633,HB,CLEMSON,8,27,4,1,15.5,17,0,110,0,1,4,68,38.2,2,5,140,0,14,78.5,64.6,79.0,,53.3,70.3,63.7,44.7,17,0,42,6,38,34,0,0,6,33,0,110,68,2.52,4.1,1.11,12
Dru DeShields,176094,QB,KENT STATE,7,27,2,0,0.0,0,1,36,0,0,0,24,0.0,3,8,201,3,5,50.9,67.2,49.8,68.5,,52.0,58.8,60.0,15,5,0,0,1,145,76,14,0,13,2,112,95,3.52,4.1,0.0,6
Devonte Lyons,189778,HB,FIU,7,27,8,2,41.3,50,0,121,1,1,8,57,52.8,5,6,166,2,11,26.5,59.5,78.5,,17.9,54.6,63.1,58.5,35,0,47,9,48,36,0,0,10,36,1,121,57,2.11,4.5,0.98,15
Lee Beebe Jr.,163009,HB,INDIANA,3,27,9,2,22.5,45,0,200,0,0,9,97,115.5,9,14,190,1,10,42.3,72.1,0.0,,17.4,59.4,73.7,60.0,24,1,7,1,11,29,0,0,1,28,1,200,97,3.59,7.4,0.64,14
Lucian Anderson III,173364,QB,BOWL GREEN,5,27,7,2,58.6,99,0,125,0,0,6,144,178.5,7,6,122,2,17,54.8,70.7,79.7,64.3,62.2,,69.4,60.0,75,1,0,0,0,75,44,5,0,22,1,169,158,5.85,6.3,,1
DeVon Rice,183902,HB,KANSAS ST,9,26,4,0,0.0,0,0,94,0,1,4,55,36.5,3,4,199,0,14,78.1,65.0,78.6,,33.7,58.9,67.2,54.4,13,0,33,3,32,39,0,0,4,29,3,94,55,2.12,3.6,1.03,11
Jaron-Keawe Sagapolutele,198237,QB,CAL,9,26,1,0,0.0,0,0,11,0,0,0,6,0.0,1,5,130,8,1,56.1,76.9,87.6,77.8,,60.0,49.2,60.1,25,1,0,0,1,225,63,11,0,15,2,74,57,2.19,2.8,0.0,5
Eli Holstein,172381,QB,PITTSBURGH,6,26,9,1,10.7,16,0,73,0,0,4,58,103.1,4,7,268,1,5,62.2,59.3,82.3,51.5,,,74.1,60.1,31,2,0,0,0,88,77,11,0,15,1,150,137,5.27,5.8,,9
Dylan Raiola,183581,QB,NEBRASKA,9,26,2,0,0.0,0,1,3,0,0,0,10,0.0,1,4,238,5,0,51.7,63.6,74.8,64.1,,,53.7,60.2,17,2,0,0,0,217,65,13,0,13,0,68,78,3.0,2.6,,4
Braylin Presley,157793,HB,TULSA,8,26,6,3,40.5,64,0,158,2,1,6,98,61.4,7,9,320,0,8,78.9,76.2,80.6,,36.9,72.5,76.5,58.0,28,0,108,17,55,44,0,0,20,43,0,158,98,3.77,6.1,1.96,15
Carson Beck,124010,QB,MIAMI FL,8,25,1,0,0.0,0,0,24,0,0,0,9,0.0,1,4,220,0,0,77.3,75.9,75.2,77.6,,55.0,52.7,60.0,11,2,0,0,1,247,46,13,0,12,1,70,30,1.2,2.8,0.0,5
Isaiah West,199862,HB,OHIO STATE,5,25,8,1,12.9,15,0,116,0,0,8,72,92.2,4,7,260,0,9,78.0,74.1,76.1,,67.5,56.2,72.7,60.0,15,0,0,0,7,29,0,0,0,25,1,116,72,2.88,4.6,0.0,16
Tayven Jackson,157615,QB,UCF,7,25,4,2,32.5,40,0,86,0,0,3,33,24.8,5,10,323,2,7,52.1,63.5,69.1,58.8,,,72.8,60.0,25,5,0,0,0,142,37,5,0,20,3,123,60,2.4,4.9,,10
Maverick McIvor,99476,QB,W KENTUCKY,7,25,1,1,21.8,22,0,58,0,0,0,21,0.0,3,7,346,2,6,60.0,73.3,86.0,72.5,,54.3,62.3,60.2,22,1,0,0,1,164,43,10,0,15,1,101,33,1.32,4.0,0.0,1
Julian Sayin,183708,QB,OHIO STATE,8,25,2,0,0.0,0,0,-6,0,0,0,3,0.0,1,5,260,2,2,77.4,93.1,72.8,93.2,,,60.4,60.0,12,1,0,0,0,217,32,7,0,18,0,26,42,1.68,1.0,,1
George Pettaway,156351,HB,JAMES MAD,6,25,1,3,44.9,71,0,158,0,1,1,51,13.6,4,5,197,0,10,78.0,66.5,78.9,,80.2,56.2,69.6,55.6,35,0,15,5,38,39,0,0,7,30,0,158,51,2.04,6.3,0.39,15
Terrell Washington Jr.,170178,HB,IOWA,5,25,2,0,0.0,0,0,96,0,0,2,50,13.8,1,4,192,0,8,78.2,62.6,79.1,,36.5,62.5,63.6,53.4,13,0,18,4,34,34,0,0,5,29,0,96,50,2.0,3.8,0.53,17
Jackson Brousseau,173480,QB,COLO STATE,6,25,2,0,0.0,0,0,1,0,0,0,7,0.0,1,9,144,2,2,61.6,54.3,83.6,51.5,,57.2,61.4,60.2,12,0,0,0,0,121,106,20,0,5,1,107,66,2.64,4.3,,1
Zane Flores,174288,QB,OKLA STATE,6,25,5,1,9.4,15,0,39,0,1,0,22,14.1,6,8,262,1,5,64.9,60.1,84.7,56.4,86.8,67.4,64.3,60.4,27,0,4,1,6,155,121,13,1,13,1,160,81,3.24,6.4,0.67,5
Jaylen Henderson,146054,QB,W VIRGINIA,5,25,4,3,42.6,72,0,147,0,0,4,45,34.0,6,9,343,1,12,49.2,53.6,77.4,27.2,,,77.4,60.0,32,0,0,0,0,49,22,2,0,23,1,169,48,1.92,6.8,,6
Isaiah Rudison,175684,HB,NEW MEX ST,7,25,5,0,0.0,0,0,82,0,0,5,54,41.5,1,6,242,1,6,41.0,61.3,79.2,,79.8,51.9,61.1,61.8,11,0,7,1,32,45,0,0,1,26,1,82,54,2.16,3.3,0.22,19
Dre'lon Miller,190790,WR,COLORADO,8,24,7,1,19.8,16,0,81,4,2,7,54,54.7,1,4,143,0,2,78.3,55.2,83.1,,34.7,49.2,67.9,61.0,16,0,107,13,163,102,0,0,23,37,1,81,54,2.25,3.4,0.66,22
Leo Pulalasi,176689,HB,WASH STATE,9,24,11,2,43.6,65,0,149,2,7,11,118,252.9,3,7,341,0,11,77.9,68.2,81.2,,62.8,61.7,71.0,64.5,45,0,68,11,54,57,0,0,14,35,0,149,118,4.92,6.2,1.26,13
Jahiem White,173192,HB,W VIRGINIA,2,24,10,2,38.3,51,0,133,0,1,10,119,202.0,4,7,343,0,6,78.0,71.2,78.1,,52.5,59.9,71.1,69.2,32,0,15,3,19,38,0,0,3,27,3,133,119,4.96,5.5,0.79,18
Duke Watson,190596,HB,LOUISVILLE,4,24,5,1,23.4,15,0,64,0,0,5,59,45.5,1,4,210,1,9,41.0,56.1,78.0,,26.5,70.2,55.3,60.0,15,0,39,3,22,28,0,0,3,27,0,64,59,2.46,2.7,1.77,15
Juwaun Price,97204,HB,UMASS,9,24,3,1,28.7,27,0,94,2,0,3,69,31.9,3,7,216,0,9,78.0,56.4,79.3,,28.1,35.7,66.3,54.6,27,0,8,3,51,32,0,0,6,27,0,94,69,2.88,3.9,0.16,15
Victor Rosa,158629,HB,UCONN,9,24,5,2,39.5,51,0,129,1,1,5,72,50.0,3,8,146,0,2,46.9,66.5,82.3,,50.0,66.8,66.7,61.3,31,0,115,12,75,31,0,0,15,36,2,129,72,3.0,5.4,1.53,22
Jordon Simmons,129634,HB,GA STATE,8,24,3,1,12.0,15,0,125,1,0,3,76,26.4,3,8,175,0,7,77.9,67.0,79.4,,70.0,63.5,68.8,58.6,15,0,62,12,65,33,0,0,14,36,0,125,76,3.17,5.2,0.95,17
Steven Blanco,197913,HB,LA LAFAYET,8,24,2,2,36.5,50,0,137,0,0,2,96,33.3,3,6,207,0,7,78.1,73.0,77.9,,78.5,51.8,75.6,54.8,34,0,0,0,22,34,0,0,0,24,1,137,96,4.0,5.7,0.0,17
Sawyer Robertson,146839,QB,BAYLOR,9,24,5,0,0.0,0,0,33,0,0,2,13,26.0,3,11,118,1,1,72.7,72.7,88.4,71.0,,,61.7,60.1,16,1,0,0,0,270,86,14,0,10,2,119,40,1.67,5.0,,4
Malik Washington,198729,QB,MARYLAND,8,24,6,1,12.8,17,0,45,1,0,3,30,62.5,6,11,215,2,1,61.2,76.1,73.8,75.5,,,60.8,60.2,28,2,0,0,0,167,88,12,0,12,3,133,92,3.83,5.5,,6
Ayo Adeyi,145320,HB,JAMES MAD,4,24,3,1,20.0,24,0,120,0,0,3,77,40.1,3,5,197,0,7,77.8,70.7,75.0,,54.0,55.1,68.7,75.9,24,0,0,0,6,28,0,0,1,24,0,120,77,3.21,5.0,0.0,17
Owen McCown,157688,QB,UTSA,8,24,2,0,0.0,0,0,0,0,0,0,3,0.0,5,6,331,5,1,41.4,78.2,86.4,76.1,,77.6,63.9,60.1,22,0,0,0,2,203,88,13,0,11,0,88,32,1.33,3.7,0.0,2
Bert Emanuel Jr.,158581,QB,S DIEGO ST,8,24,5,0,0.0,0,0,57,0,0,5,40,34.7,1,3,284,0,10,77.1,70.1,30.0,55.3,,,71.2,60.1,10,1,0,0,0,75,0,0,0,24,0,57,40,1.67,2.4,,5
Terrance Shelton Jr.,188159,HB,BUFFALO,6,23,2,2,35.0,35,0,100,0,0,2,62,20.7,3,6,126,0,9,78.0,60.1,79.3,,56.5,54.7,63.7,48.6,20,0,7,3,42,53,0,0,4,26,1,100,62,2.7,4.3,0.17,13
AJ Hairston,184157,QB,UMASS,8,23,2,0,0.0,0,0,1,0,0,1,6,10.7,3,7,216,3,2,48.6,58.8,53.3,61.1,,,51.2,60.1,21,4,-13,1,0,114,84,16,1,8,0,85,30,1.3,3.7,,3
Noah Vaughn,175443,HB,VIRGINIA,4,23,5,2,42.5,74,0,174,1,0,5,113,106.8,4,7,335,0,3,77.5,75.3,76.4,,72.7,31.9,77.5,59.1,54,0,0,0,7,26,0,0,1,23,0,174,113,4.91,7.6,0.0,20
Michael Johnson Jr.,97796,QB,AKRON,9,23,3,1,20.0,17,0,47,0,0,1,39,13.5,2,5,102,1,9,56.5,63.8,79.0,64.6,,56.6,60.6,60.2,17,1,0,0,3,55,38,6,1,17,0,85,49,2.13,3.7,0.0,4
Terrez Worthy,190679,HB,TEMPLE,4,23,10,1,50.7,36,0,71,0,2,10,44,79.2,2,2,306,0,4,78.0,68.9,80.0,,81.9,62.3,70.3,58.9,36,0,74,6,50,39,0,0,7,29,1,71,44,1.91,3.1,1.48,18
Maurice Turner,156329,HB,TULANE,5,23,9,2,28.7,33,0,115,2,1,9,69,125.0,3,6,319,1,8,39.8,53.9,78.3,,15.7,30.0,63.1,58.6,18,1,4,1,30,30,0,0,4,24,0,115,69,3.0,5.0,0.13,15
Brandon High Jr.,174095,HB,CAL,5,23,2,2,40.8,40,0,98,0,0,2,70,25.4,3,5,130,1,11,37.4,54.6,77.4,,75.4,53.4,55.5,57.9,22,0,5,1,26,26,0,0,2,24,1,98,70,3.04,4.3,0.19,12
Kaden Anderson,127312,QB,WYOMING,9,23,1,0,0.0,0,0,27,0,0,0,9,0.0,0,4,351,5,5,59.5,54.3,76.5,54.4,,59.3,52.9,60.4,9,2,0,0,1,252,44,10,0,13,0,71,26,1.13,3.1,0.0,5
E.J. Warner,156185,QB,FRESNO ST,7,23,3,0,0.0,0,0,-18,0,0,1,5,6.2,6,9,169,5,1,45.6,71.3,85.6,68.9,,,65.2,60.1,30,1,0,0,0,189,167,14,0,9,1,149,63,2.74,6.5,,0
EJ Smith,131782,HB,TEXAS A&M,6,23,6,2,27.0,31,0,115,0,0,6,87,94.6,4,7,312,0,16,77.5,71.1,76.8,,46.2,61.9,71.9,59.1,16,0,7,1,16,32,0,0,1,24,1,115,87,3.78,5.0,0.44,7
Miller Moss,70727,QB,LOUISVILLE,8,23,1,0,0.0,0,0,11,0,0,0,9,0.0,1,13,210,4,0,69.7,71.2,63.1,65.8,,,85.4,60.3,13,3,0,0,0,204,41,6,0,17,6,52,19,0.83,2.3,,1
Dorian Lewis,171559,HB,LA MONROE,9,23,6,2,59.2,93,0,157,0,3,6,86,112.2,5,3,209,1,3,77.4,69.3,81.2,,64.5,73.8,68.1,52.5,72,0,44,7,37,39,0,0,8,30,0,157,86,3.74,6.8,1.19,17
Tad Hudson,170107,QB,COAST CAR,6,23,5,0,0.0,0,0,22,0,0,1,16,9.5,4,9,141,6,2,27.3,57.1,61.7,52.8,,,67.1,60.0,16,2,0,0,0,113,84,10,0,13,2,106,51,2.22,4.6,,4
Walker Eget,146170,QB,S JOSE ST,8,22,3,0,0.0,0,0,17,0,0,1,13,7.1,2,6,285,5,2,52.2,76.1,86.8,75.0,,56.7,59.3,60.0,13,1,0,1,1,175,59,9,1,14,0,76,62,2.82,3.5,0.0,3
Kamario Taylor,198868,QB,MISS STATE,7,22,6,1,12.9,19,0,115,0,0,5,59,73.8,5,12,227,0,11,76.3,90.4,76.3,71.6,,57.8,82.9,60.0,20,0,0,0,2,38,32,2,0,20,2,147,77,3.5,6.7,0.0,7
CJ Campbell Jr.,143876,HB,RUTGERS,3,22,4,2,33.6,40,0,119,0,0,4,83,68.6,4,6,278,0,6,77.5,70.7,76.1,,81.8,55.1,69.5,59.5,22,0,0,0,11,25,0,0,0,22,0,119,83,3.77,5.4,0.0,16
Garrett Nussmeier,146757,QB,LSU,8,22,1,0,0.0,0,0,0,0,0,0,2,0.0,3,7,211,1,0,69.9,79.5,86.5,77.5,62.2,,65.3,60.2,26,0,0,0,0,192,64,6,0,16,1,64,27,1.23,2.9,,1
Rodney Tisdale Jr.,188754,QB,W KENTUCKY,5,22,0,1,12.2,15,0,67,0,0,0,33,0.0,4,7,346,1,7,58.2,69.2,81.5,66.1,,,66.7,60.1,15,0,0,0,0,82,56,10,0,12,0,123,43,1.95,5.6,,4
Dashun Reeder,190890,HB,NWESTERN,5,22,7,4,63.0,138,0,219,0,0,7,174,251.7,6,8,256,1,8,35.0,73.6,75.7,,73.4,59.8,71.2,60.2,79,0,0,0,1,27,0,0,0,22,1,219,174,7.91,10.0,0.0,14
Mabrey Mettauer,183668,QB,SM HOUSTON,5,22,3,0,0.0,0,1,44,0,0,1,8,12.5,1,5,281,3,2,51.7,49.5,14.1,58.1,,,46.9,60.0,11,3,0,0,0,40,41,14,0,8,0,85,30,1.36,3.9,,2
Aaron Turner,147371,WR,RICE,9,22,7,2,63.9,69,2,108,2,4,7,97,89.8,3,3,275,1,8,54.5,58.1,10.1,,33.8,63.8,56.7,53.3,52,4,225,32,137,276,0,0,38,54,2,108,97,4.41,4.9,1.64,9
Daniel Hill,184536,HB,ALABAMA,7,22,3,0,0.0,0,0,83,0,3,3,70,63.6,3,4,103,0,11,77.3,68.3,81.0,,46.7,72.6,68.3,56.0,13,0,105,8,68,28,0,0,9,30,1,83,70,3.18,3.8,1.54,11
Dylan Lee,184832,HB,IOWA STATE,5,21,5,2,40.2,49,0,122,0,0,5,87,94.2,2,7,193,0,13,77.0,75.9,78.0,,33.1,55.6,77.4,70.4,28,0,0,1,17,32,0,0,1,22,1,122,87,4.14,5.8,0.0,8
Wesley Yarbrough,212059,HB,ARIZONA,4,21,4,0,0.0,0,0,77,0,0,4,52,45.0,3,5,109,0,5,77.3,64.1,76.2,,19.3,59.1,66.5,58.5,11,0,1,1,10,26,0,0,1,22,0,77,52,2.48,3.7,0.1,16
Harry Stewart III,183815,HB,KANSAS,8,21,3,1,15.3,15,0,98,0,0,3,63,34.6,2,4,198,0,9,77.3,63.2,79.5,,37.6,70.4,62.9,56.5,15,0,29,5,23,39,0,0,6,26,1,98,63,3.0,4.7,1.26,12
Dwight Phillips Jr.,191156,HB,GEORGIA,8,21,5,4,49.0,73,0,149,0,0,5,75,85.0,6,7,173,1,13,35.0,68.9,75.5,,77.4,56.6,67.8,60.0,23,0,0,0,5,23,0,0,0,21,1,149,75,3.57,7.1,0.0,8
Derrick McFall,183252,HB,SMU,9,21,4,1,42.7,35,0,82,1,4,4,35,38.1,1,4,287,0,10,77.5,66.9,79.8,,76.6,73.9,61.1,55.2,35,0,142,14,61,32,0,0,16,35,1,82,35,1.67,3.9,2.33,11
Jaydn Ott,158325,HB,OKLAHOMA,6,21,4,0,0.0,0,0,68,1,1,4,38,39.3,2,4,261,0,8,77.2,54.4,76.7,,22.1,41.9,62.1,57.4,12,0,10,2,28,30,0,0,4,23,0,68,38,1.81,3.2,0.36,13
Luke Weaver,198494,QB,HAWAII,4,21,3,0,0.0,0,0,43,0,0,2,18,73.5,4,9,180,2,1,58.8,53.6,81.0,53.2,,,57.2,60.0,13,0,0,0,0,49,70,14,0,7,0,113,80,3.81,5.4,,3
Bryan Jackson,183621,HB,USC,4,21,1,1,33.0,29,0,88,0,2,1,79,49.1,2,4,326,0,7,77.3,59.0,77.9,,37.7,60.2,59.5,59.8,29,0,17,2,23,29,0,0,3,23,2,88,79,3.76,4.2,0.74,14
Gabarri Johnson,175905,QB,OREGON ST,9,21,6,2,68.6,72,0,86,0,0,3,33,32.4,2,5,265,3,10,29.1,57.7,79.9,56.6,,79.9,56.7,60.1,52,0,17,1,1,78,19,4,1,18,1,105,55,2.62,5.0,17.0,3
Simeon Price,146843,HB,COLORADO,4,21,2,3,53.8,77,0,143,0,0,2,43,16.4,4,6,143,0,3,77.0,69.3,78.8,,41.6,60.0,73.9,59.1,38,0,10,4,40,32,0,0,5,25,2,143,43,2.05,6.8,0.25,18
Grant Washington,204156,HB,MINNESOTA,2,21,2,2,24.2,32,0,132,0,0,2,62,28.1,4,7,225,0,4,77.0,81.1,74.2,,75.5,57.5,78.0,60.0,16,0,0,0,4,22,0,0,0,21,0,132,62,2.95,6.3,0.0,17
Makari Bodiford,184708,HB,MEMPHIS,4,21,3,0,0.0,0,0,63,0,0,3,48,32.7,0,7,218,0,6,77.0,65.2,75.3,,71.8,53.5,65.2,60.0,9,0,0,0,6,24,0,0,0,21,3,63,48,2.29,3.0,0.0,15
Elijah Gilliam,73621,HB,FRESNO ST,9,21,3,1,21.7,25,0,115,0,1,3,53,37.4,2,9,169,0,10,77.3,76.7,78.0,,17.2,82.2,75.6,57.3,25,0,47,6,16,27,0,0,6,27,3,115,53,2.52,5.5,2.94,11
Rickey Hunt Jr.,171350,HB,MIDDLE TN,5,21,2,1,18.5,15,0,81,0,0,2,64,21.0,3,6,224,0,5,77.1,64.3,79.7,,12.3,59.7,71.4,56.5,15,0,52,8,53,26,0,0,8,29,0,81,64,3.05,3.9,0.98,16
Brendan Sullivan,145034,QB,TULANE,8,21,4,0,0.0,0,0,16,0,0,2,14,16.6,1,0,319,1,4,74.0,61.2,78.2,72.1,,55.1,50.6,60.4,10,0,0,0,1,33,45,8,0,13,0,61,47,2.24,2.9,0.0,4
Jay Harris,184848,HB,OREGON,7,21,3,1,16.7,16,0,96,0,3,3,62,73.8,2,4,264,0,8,77.3,70.9,77.7,,53.0,68.8,67.7,80.4,16,0,57,3,17,31,0,0,4,24,0,96,62,2.95,4.6,3.35,12
Jayden Becks,131443,HB,N TEXAS,4,21,3,1,18.4,16,0,87,1,0,3,50,29.8,4,6,251,0,7,77.0,64.9,76.8,,76.8,45.7,69.5,58.2,16,0,17,3,22,26,0,0,3,24,2,87,50,2.38,4.1,0.77,14
Tahj Bullock,144070,QB,COLO STATE,6,21,1,0,0.0,0,0,46,0,0,1,54,11.2,1,9,144,0,18,76.7,70.4,77.8,47.9,63.9,66.2,71.4,60.7,10,0,15,2,7,36,0,0,2,23,3,46,54,2.57,2.2,2.14,3
Marquese Williams,173426,HB,AKRON,4,21,3,0,0.0,0,0,86,1,0,3,45,26.8,2,5,102,0,6,77.0,56.7,76.7,,0.0,48.9,64.3,57.9,14,0,12,3,16,31,0,0,4,24,0,86,45,2.14,4.1,0.75,15
Elijah Faulkner,199784,HB,UMASS,8,20,0,0,0.0,0,0,36,0,0,0,29,0.0,0,3,216,0,8,77.0,55.1,77.3,,30.2,53.9,57.4,58.8,7,0,5,1,31,26,0,0,2,21,0,36,29,1.45,1.8,0.16,12
Jackson Gutierrez,189488,HB,NAVY,8,20,5,3,50.4,61,0,121,0,0,5,80,90.9,3,6,237,0,9,76.7,82.3,80.8,60.0,61.6,69.7,77.3,74.2,23,0,12,2,11,63,0,0,3,22,0,121,80,4.0,6.1,1.09,6
Torrance Burgess Jr.,163031,HB,TEXAS ST,4,20,5,0,0.0,0,0,95,0,2,5,56,93.3,1,4,314,0,12,77.0,75.9,77.0,,42.7,61.7,75.7,63.3,11,0,10,1,18,23,0,0,1,21,1,95,56,2.8,4.8,0.56,8
Mar'Kel Porter,191014,HB,BOWL GREEN,9,20,4,0,0.0,0,0,59,1,3,4,54,72.7,1,5,122,0,19,77.1,65.1,79.2,,24.8,68.7,70.2,54.5,14,0,52,6,36,45,0,0,7,26,2,59,54,2.7,3.0,1.44,1
Lazaro Rogers,205284,HB,N ILLINOIS,5,20,1,1,59.8,76,0,127,0,0,1,110,26.2,1,1,254,0,5,76.7,63.9,75.8,,,58.1,63.9,59.1,76,0,2,1,11,23,0,0,1,21,1,127,110,5.5,6.4,0.18,15
Andrew Paul,124736,HB,JVILLE ST,5,20,3,1,43.8,42,0,96,0,1,3,53,48.2,2,7,196,0,4,76.8,65.6,76.0,,73.9,72.2,67.4,35.8,42,0,29,2,12,34,0,0,2,22,2,96,53,2.65,4.8,2.42,16
Gevani McCoy,147609,QB,TEMPLE,6,19,1,0,0.0,0,0,23,0,0,1,29,14.8,1,1,306,2,5,25.6,65.5,77.9,84.2,,54.3,45.1,60.0,14,0,0,0,1,53,7,5,0,14,0,30,31,1.63,1.6,0.0,4
A'Marion Peterson,174165,HB,UTSA,6,19,5,0,0.0,0,0,63,0,0,5,49,67.9,2,3,331,1,6,30.0,49.6,75.6,,0.0,55.2,52.6,60.0,13,0,0,0,10,21,0,0,0,19,1,63,49,2.58,3.3,0.0,13
Jaylin Carter,199210,HB,SO MISS,5,19,0,1,25.2,27,0,107,0,7,0,35,58.6,3,4,296,0,12,76.5,65.5,77.0,,40.9,67.5,65.1,59.0,27,0,21,3,17,25,0,0,3,22,1,107,35,1.84,5.6,1.24,5
Carter Jones,198923,QB,NEVADA,6,19,2,0,0.0,0,0,20,0,0,1,9,7.4,1,3,239,2,4,55.6,48.6,82.3,48.0,,55.3,55.8,61.0,16,0,0,0,1,90,29,8,0,11,0,49,36,1.89,2.6,0.0,3
Johnny Thompson Jr.,173087,HB,KANSAS,3,19,2,0,0.0,0,0,74,0,0,2,38,21.1,0,3,198,1,8,30.0,59.8,75.9,,,55.6,59.1,67.4,9,0,0,0,9,25,0,0,0,19,0,74,38,2.0,3.9,0.0,11
Richard Young,175877,HB,ALABAMA,3,19,1,0,0.0,0,0,48,0,0,1,40,10.5,0,5,103,0,11,76.5,60.8,77.6,,36.2,57.7,63.1,57.9,6,0,6,1,11,23,0,0,1,20,1,48,40,2.11,2.5,0.55,8
Drew Pyne,122910,QB,BOWL GREEN,6,19,1,0,0.0,0,0,7,0,0,0,9,0.0,2,6,122,0,0,75.5,57.9,36.9,57.8,,,60.7,60.2,23,4,0,0,0,174,70,11,0,8,0,77,44,2.32,4.1,,1
Jovantae Barnes,158085,HB,OKLAHOMA,4,19,4,0,0.0,0,0,45,1,0,4,45,47.4,1,5,261,0,9,76.5,64.4,78.7,,62.9,44.8,70.8,56.4,10,0,16,1,27,35,0,0,2,20,1,45,45,2.37,2.4,0.59,10
Jamarion Morrow,199997,HB,TEXAS A&M,8,19,4,2,41.3,45,0,109,0,1,4,66,75.5,4,6,312,0,13,76.9,73.4,78.4,,25.4,73.3,72.8,59.2,23,0,65,4,26,37,0,0,5,23,1,109,66,3.47,5.7,2.5,6
Logan Diggs,147475,HB,OLE MISS,9,19,0,2,47.5,66,0,139,0,0,0,53,0.0,3,7,226,0,6,76.7,70.6,0.0,,65.7,58.4,76.3,53.2,51,1,12,2,28,34,0,0,2,21,3,139,53,2.79,7.3,0.43,13
Hunter Herring,147138,QB,LA MONROE,7,18,4,1,36.7,18,0,45,0,0,3,47,41.5,1,7,209,1,8,36.8,62.2,77.7,55.7,76.1,67.1,60.9,58.4,18,1,16,3,9,29,4,1,3,20,2,49,50,2.78,2.7,1.78,7
Ashton Daniels,157259,QB,AUBURN,2,18,3,1,12.9,15,0,50,0,0,1,23,19.0,4,6,115,0,7,73.6,61.6,36.6,56.7,,,64.8,60.0,26,1,0,0,0,49,66,7,0,11,0,116,80,4.44,6.4,,0
Will Wilson,198972,QB,NC STATE,8,18,3,1,26.3,15,0,57,0,0,3,39,36.1,1,10,248,1,17,34.0,58.7,73.3,29.1,,,68.8,60.0,15,0,0,0,0,21,0,0,0,18,4,57,39,2.17,3.2,,1
